File: cap_01_11_49_55_01.bin  (131072 bytes, 131072 samples)

   Index   Dec   Hex         Bin
     505     7     7  00000111
     506     6     6  00000110
     507     6     6  00000110
     508     6     6  00000110
     509     7     7  00000111
     510     6     6  00000110
     511     6     6  00000110
     512     6     6  00000110
     513     7     7  00000111
     514     6     6  00000110
     515     6     6  00000110
     516     6     6  00000110
     517     7     7  00000111
     518     6     6  00000110
     519     6     6  00000110
     520     7     7  00000111
     521     7     7  00000111
     522     6     6  00000110
     523     6     6  00000110
     524     6     6  00000110
     525     7     7  00000111
     526     6     6  00000110
     527     6     6  00000110
     528     7     7  00000111
     529     6     6  00000110
     530     6     6  00000110
     531     6     6  00000110
     532     6     6  00000110
     533     7     7  00000111
     534     6     6  00000110
     535     6     6  00000110
     536     7     7  00000111
     537     7     7  00000111
     538     6     6  00000110
     539     6     6  00000110
     540     6     6  00000110
     541     7     7  00000111
     542     6     6  00000110
     543     6     6  00000110
     544     7     7  00000111
     545     7     7  00000111
     546     6     6  00000110
     547     6     6  00000110
     548     6     6  00000110
     549     7     7  00000111
     550     6     6  00000110
     551     6     6  00000110
     552     7     7  00000111
     553     6     6  00000110
     554     6     6  00000110
     555     6     6  00000110
     556     6     6  00000110
     557     7     7  00000111
     558     6     6  00000110
     559     6     6  00000110
     560     7     7  00000111
     561     7     7  00000111
     562     6     6  00000110
     563     6     6  00000110
     564     6     6  00000110
     565     7     7  00000111
     566     6     6  00000110
     567     6     6  00000110
     568     7     7  00000111
     569     7     7  00000111
     570     6     6  00000110
     571     6     6  00000110
     572     6     6  00000110
     573     7     7  00000111
     574     6     6  00000110
     575     6     6  00000110
     576     7     7  00000111
     577     7     7  00000111
     578     6     6  00000110
     579     6     6  00000110
     580     6     6  00000110
     581     7     7  00000111
     582     6     6  00000110
     583     6     6  00000110
     584     7     7  00000111
     585     7     7  00000111
     586     6     6  00000110
     587     6     6  00000110
     588     6     6  00000110
     589     7     7  00000111
     590     6     6  00000110
     591     6     6  00000110
     592     7     7  00000111
     593     7     7  00000111
     594     6     6  00000110
     595     6     6  00000110
     596     6     6  00000110
     597     7     7  00000111
     598     6     6  00000110
     599     6     6  00000110
     600     7     7  00000111
     601     7     7  00000111
     602     6     6  00000110
     603     6     6  00000110
     604     7     7  00000111
     605     7     7  00000111
     606     6     6  00000110
     607     6     6  00000110
     608     7     7  00000111
     609     6     6  00000110
     610     6     6  00000110
     611     6     6  00000110
     612     6     6  00000110
     613     7     7  00000111
     614     6     6  00000110
     615     6     6  00000110
     616     7     7  00000111
     617     7     7  00000111
     618     6     6  00000110
     619     6     6  00000110
     620     6     6  00000110
     621     7     7  00000111
     622     6     6  00000110
     623     6     6  00000110
     624     7     7  00000111
     625     7     7  00000111
     626     6     6  00000110
     627     6     6  00000110
     628     6     6  00000110
     629     7     7  00000111
     630     6     6  00000110
     631     6     6  00000110
     632     7     7  00000111
     633     7     7  00000111
     634     6     6  00000110
     635     6     6  00000110
     636     7     7  00000111
     637     7     7  00000111
     638     6     6  00000110
     639     6     6  00000110
     640     7     7  00000111
     641     7     7  00000111
     642     6     6  00000110
     643     6     6  00000110
     644     6     6  00000110
     645     7     7  00000111
     646     6     6  00000110
     647     6     6  00000110
     648     7     7  00000111
     649     7     7  00000111
     650     6     6  00000110
     651     6     6  00000110
     652     7     7  00000111
     653     7     7  00000111
     654     6     6  00000110
     655     6     6  00000110
     656     7     7  00000111
     657     7     7  00000111
     658     6     6  00000110
     659     6     6  00000110
     660     7     7  00000111
     661     7     7  00000111
     662     6     6  00000110
     663     6     6  00000110
     664     7     7  00000111
     665     7     7  00000111
     666     6     6  00000110
     667     6     6  00000110
     668     7     7  00000111
     669     7     7  00000111
     670     6     6  00000110
     671     6     6  00000110
     672     7     7  00000111
     673     7     7  00000111
     674     6     6  00000110
     675     6     6  00000110
     676     7     7  00000111
     677     7     7  00000111
     678     6     6  00000110
     679     6     6  00000110
     680     7     7  00000111
     681     7     7  00000111
     682     6     6  00000110
     683     6     6  00000110
     684     7     7  00000111
     685     7     7  00000111
     686     6     6  00000110
     687     6     6  00000110
     688     7     7  00000111
     689     7     7  00000111
     690     6     6  00000110
     691     6     6  00000110
     692     7     7  00000111
     693     7     7  00000111
     694     6     6  00000110
     695     6     6  00000110
     696     7     7  00000111
     697     7     7  00000111
     698     6     6  00000110
     699     7     7  00000111
     700     7     7  00000111
     701     7     7  00000111
     702     6     6  00000110
     703     6     6  00000110
     704     7     7  00000111
     705     7     7  00000111
     706     6     6  00000110
     707     6     6  00000110
     708     7     7  00000111
     709     7     7  00000111
     710     6     6  00000110
     711     6     6  00000110
     712     7     7  00000111
     713     7     7  00000111
     714     6     6  00000110
     715     6     6  00000110
     716     7     7  00000111
     717     7     7  00000111
     718     6     6  00000110
     719     6     6  00000110
     720     7     7  00000111
     721     7     7  00000111
     722     6     6  00000110
     723     6     6  00000110
     724     6     6  00000110
     725     7     7  00000111
     726     6     6  00000110
     727     6     6  00000110
     728     7     7  00000111
     729     7     7  00000111
     730     6     6  00000110
     731     6     6  00000110
     732     7     7  00000111
     733     7     7  00000111
     734     6     6  00000110
     735     6     6  00000110
     736     7     7  00000111
     737     7     7  00000111
     738     6     6  00000110
     739     6     6  00000110
     740     7     7  00000111
     741     7     7  00000111
     742     6     6  00000110
     743     6     6  00000110
     744     7     7  00000111
     745     7     7  00000111
     746     6     6  00000110
     747     6     6  00000110
     748     7     7  00000111
     749     7     7  00000111
     750     6     6  00000110
     751     6     6  00000110
     752     7     7  00000111
     753     7     7  00000111
     754     6     6  00000110
     755     6     6  00000110
     756     6     6  00000110
     757     7     7  00000111
     758     6     6  00000110
     759     6     6  00000110
     760     7     7  00000111
     761     7     7  00000111
     762     6     6  00000110
     763     6     6  00000110
     764     7     7  00000111
     765     7     7  00000111
     766     6     6  00000110
     767     6     6  00000110
     768     7     7  00000111
     769     7     7  00000111
     770     6     6  00000110
     771     7     7  00000111
     772     6     6  00000110
     773     7     7  00000111
     774     6     6  00000110
     775     6     6  00000110
     776     7     7  00000111
     777     7     7  00000111
     778     6     6  00000110
     779     7     7  00000111
     780     6     6  00000110
     781     7     7  00000111
     782     6     6  00000110
     783     6     6  00000110
     784     7     7  00000111
     785     7     7  00000111
     786     6     6  00000110
     787     6     6  00000110
     788     7     7  00000111
     789     7     7  00000111
     790     6     6  00000110
     791     6     6  00000110
     792     7     7  00000111
     793     7     7  00000111
     794     6     6  00000110
     795     6     6  00000110
     796     7     7  00000111
     797     7     7  00000111
     798     6     6  00000110
     799     6     6  00000110
     800     7     7  00000111
     801     7     7  00000111
     802     6     6  00000110
     803     6     6  00000110
     804     7     7  00000111
     805     7     7  00000111
     806     6     6  00000110
     807     6     6  00000110
     808     7     7  00000111
     809     7     7  00000111
     810     6     6  00000110
     811     7     7  00000111
     812     6     6  00000110
     813     7     7  00000111
